,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
1600,2879,4,On trend,2021-07-16 15:46:00,1 month,Good sound. They don't stay in my ear as well as some other earbud designs. I also wish they would let you now how much charge you have left.,1
1601,2879,5,Great Sound!,2019-08-18 13:57:00,1 month,"I thought they would be loose in my ears but they fit perfect. Take them everywhere. Connects to my IPhone easily, automatic",1
1602,2879,5,Awesome earbuds,2019-08-30 19:42:00,3 weeks,"The sound is good , they don’t fall out of your ears , the music stops playing when you take one out . Love them for work !",1
1603,2879,5,Airpods,2021-01-22 16:21:00,2 weeks,My son loves them. I have the AirPods Pro’s great sound quality on both,1
1604,2879,5,Apple air buds,2021-01-22 16:18:00,1 month,We are very happy with the air buds. It is comfortable and easy to use.,1
1605,2879,5,Airpods,2020-01-17 18:11:00,1 month,I bought this as a Christmas gift for my teenaged daughter and she loves them. They have a great sound quality!,1
1606,2879,5,Amazing Sound!,2019-10-17 17:13:00,2 weeks,The latest edition of the Apple AirPods do not disappoint! Great sound and clarity and don’t fall out when working out!,1
1607,2879,5,Airpod,2020-12-13 13:56:00,1 week,this is my second AirPod and I love this very handy and great sound quality.,1
1608,2879,5,Great,2021-03-01 12:40:00,1 month,Simple yet efficient. Only bought them to replace the ones I lost.,1
1609,2879,5,Great product for wireless,2020-05-21 07:41:00,2 months,I love these headsets. The charging case charging the airpods quickly. The charge lasts a long time,1
1610,2879,5,Worth it,2020-12-13 08:04:00,9 months,Awesome sound quality. Fits great and secure when running. Love my air pods!,1
1611,2879,5,Love these,2019-04-27 12:43:00,Not Available,"So many cool features, we are still exploring all of them. The sound quality is outstanding",1
1612,2879,5,Excellent fit and sound,2019-12-14 08:01:00,1 month,Easy to pair with your phone. Ear piece fits nicely and doesn’t fall out. Sounds good and convient to carry around,1
1613,2879,5,Love the AirPods,2020-02-07 16:07:00,3 weeks,What a difference they make while walking or at the gym. The sound is great! I highly recommend this product!,1
1614,2879,4,Great pair of wireless headphones,2022-01-15 13:37:00,3 weeks,"Easy to use, easy setup. Sound great compared to other wireless headphones I have had in the past.",1
1615,2879,5,Great Buy,2021-01-29 19:07:00,1 month,Excellent sound and easy to set up. The chsrger works well and fast. .,1
1616,2879,5,Great little earbuds.,2020-09-19 09:30:00,4 months,"Purchased as a gift, very good quality, not an apple user myself but these work great.",1
1617,2879,5,Awesome,2020-07-17 16:40:00,3 weeks,Very comfortable and easy to use especially like the fact that I can switch between 2 iphones,1
1618,2879,4,Alright headphones,2021-02-24 08:03:00,2 months,"They weren't bad, but the pros are better headphones for me because of the ear buds. 

The sound is good and the quality is fine. I just like the fit of the pros better.",0
1619,2879,4,Love them but they’re not good for exercising,2019-12-29 13:07:00,1 month,These are great. They fit just like the wired Apple headphones. The downfall is that they can come out easily. You can’t run and jump around and think they will stay in despite what the commercials showed. But I love the sound of them,1
1620,1179,5,Air pods,2020-10-16 17:19:00,3 weeks,This are awesome! They stop playing when you pull them out of your ears!,1
1621,1179,5,Great airpods,2020-07-15 07:58:00,3 weeks,This is my first pair of AirPods they’re  great.  They stay charge for a long time,1
1622,1179,5,Awesome,2021-01-02 00:34:00,1 month,Great product.  Would recommend it to anyone.  Would buy again.,1
1623,1179,5,Best Airpods,2021-01-01 23:54:00,1 month,Very good airpods its fix inside the ear good and dont move out,1
1624,1179,5,Excelent,2021-01-01 23:33:00,3 weeks,Excelent!! It was my husband Christmas present! I recommend it.,1
1625,1179,4,Works well,2021-04-02 16:26:00,2 weeks,They are great. I will get a random crackling noise occasionally but otherwise I love them. They work well and I love the option to wear in one ear!,1
1626,1179,5,I love this AirPod,2020-08-03 13:34:00,1 month,This AirPod actually do what advertising. I purchased it for my wife she love it,1
1627,1179,5,Love them,2021-01-01 21:14:00,Not Available,Love the AirPods wish they would make them n different colors .,1
1628,1179,5,Air Pods are great!,2020-09-28 11:54:00,1 year,These things are a game changer. I love how east they are to set up & use!,1
1629,1179,5,Works great,2020-01-05 12:42:00,1 month,Bought as a gift. And she likes it a lot it works with her android phone which we thought of may not,1
1630,1179,5,AirPod with charging case,2019-12-24 20:40:00,Not Available,Since they were Introduce i love them .. this year I brought 3 set one for each of my family members.,1
1631,1179,5,Integrates Seemlessly,2020-07-24 18:12:00,2 months,After unboxing it was meer minutes before they were beings.  Sound quality rocks.,1
1632,1179,5,really like them,2021-01-01 18:11:00,3 weeks,I really like my Air Pods I wish I brought them soon then I did,1
1633,1179,4,Wireless is better.,2019-11-16 11:52:00,1 month,"Air pods work well.  Very small. Don't have to mess with wires or full headphones.  If you work in a very loud noise pollution area, these don't cancel out the background noise but under normal circumstances, they're good.",1
1634,1179,5,Like them,2021-01-01 17:25:00,1 month,It was exactly what was wanted and she was very happy with the.,1
1635,1179,5,Airpods,2021-01-01 16:40:00,Not Available,Great sound and seem to remove ambient noise even at low volume,1
1636,1179,5,Ear buds,2021-01-01 16:41:00,1 month,I love the design fits nicely in my ears. Not very clear sound.,1
1637,1179,5,Best option,2019-10-25 15:45:00,1 month,"Recommended by the sales rep in best buy, excellent choice, work perfectly, great connection, easy to use.",1
1638,1179,5,Mom loved it!,2021-01-01 16:07:00,1 month,Christmas gift for my mother.  She loved it.  Highly recommend.,1
1639,1179,5,Love the air pods.,2021-01-01 15:58:00,6 months,I use these literally every day. Great for podcasts especially.,1
1640,1197,5,AirPods,2021-01-22 19:14:00,2 months,"Love them, got my sisters a pair. They never take them out.",1
1641,1197,5,Just what my teen needed,2019-06-21 18:21:00,3 weeks,My teen was begging me for these. She lost one the very first day. Works with find my iPhone if you loose a bud :),1
1642,1197,5,I love the way it feels when you’re wearing it,2020-06-19 17:26:00,2 weeks,I should’ve bought one along time ago they fit very well and the sound is excellent,1
1643,1197,5,pretty good,2021-01-22 18:53:00,1 year,Works great! Nothing wrong with them but might upgrade soon,1
1644,1197,5,Use them every night,2020-06-19 16:13:00,2 months,I use them greatly everyday. I would wish a little rubber to help hold in your ear.,1
1645,1197,5,They're AirPods,2021-02-23 18:10:00,2 months,Listen to music wire free. It's great. Don't lose them.,1
1646,1197,5,Good apple product,2020-05-30 08:22:00,3 weeks,Charges Easy.   Shows green light for charged.   Red for not charged.  Sound is full.,1
1647,1197,5,Christmas gift,2021-01-22 16:47:00,1 month,Christmas gift For my son . He loves them good investment !,1
1648,1197,5,Gray,2021-01-22 16:17:00,1 month,Good quality and Brand they love playing on them love them.,1
1649,1197,5,Just as described!,2020-08-07 16:20:00,1 month,"Works like it should, you get exactly what you paid for..satisfied customer :)",1
1650,1197,5,Super,2021-04-03 07:23:00,1 year,Good quality and good product. Soooooo thankfullll,1
1651,1197,3,AirPods not compatible to Android,2022-09-23 21:15:00,1 month,Bought these as a gift for my granddaughter. Found out they do not work well on Android phones. A lot of the functions are only compatible with iPhone. Had no problem returning them though.,0
1652,1197,5,great serve,2021-03-26 15:38:00,3 weeks,product is great and the sales staff was excellent.,1
1653,1197,5,Love them,2021-03-26 15:36:00,3 weeks,Great product. Wonder why I didn’t buy them earlier,1
1654,1197,5,Great head phones,2020-03-27 19:31:00,3 weeks,These head phones were a gift from my wife and they are the nest headphones I have ever had,1
1655,1197,5,Great,2020-12-28 18:02:00,3 weeks,"Love them, glad I bout them. Got them during cyber Monday, $99",1
1656,1197,5,Waaaaaaaao,2021-04-03 02:33:00,1 month,Waaaaaaaao awesooooooooooooomeeeeee really goooood,1
1657,1197,5,Great Product works great !,2020-07-18 21:35:00,3 weeks,The airpods were brand new and have great quality. My curbside pickup was fast !,1
1658,1197,5,Super nice,2020-09-04 17:16:00,1 month,I lii I be my AirPods I use them all the time can’t leave home without them,1
1659,1197,5,AirPods,2020-12-11 15:44:00,1 week,Wonderful quick easy purchase and got a sale I didn’t know about,1
1660,1512,5,Nice,2020-07-15 16:35:00,2 weeks,Love my headphones! They are so useful and practical.,1
1661,1512,5,Great airpods,2020-06-12 17:29:00,3 weeks,These new AirPods are incredible and worth the purchase!,1
1662,1512,5,Best purchase,2020-06-12 16:43:00,3 weeks,Have them as gifts. I bought two!!! They both loved them,1
1663,1512,4,Purchase,2021-07-06 10:39:00,1 month,Mom enjoys them. Very excited and pleased with how they make her life easier w wireless earbuds.,1
1664,1512,5,Great item,2020-06-12 15:53:00,1 month,My wife loves her new wireless pods. They work perfectly,1
1665,1512,5,Another great product from Apple.,2020-06-12 15:50:00,Not Available,Simply the best truly wireless headphones for an iphone.,1
1666,1512,5,Great product,2020-06-12 15:43:00,6 months,"I love my AirPods and I enjoy using it daily
I recommend",1
1667,1512,5,Great product,2020-05-09 14:07:00,Not Available,Love it really light weight. I will recommend this product.,1
1668,1512,5,Ear pods,2019-10-07 09:45:00,1 month,"Child wanted them so we gave in and bought them.
So far he is enjoying them.",1
1669,1512,5,Love them,2019-05-12 16:47:00,Not Available,They’re my first pair of Airpods and I love them super awesome and super fast charging,1
1670,1512,5,Great,2020-07-04 07:29:00,11 months,"apple AirPods are great there is no replan,ent product",1
1671,1512,5,"Outstanding product, exceeded expectations!",2019-07-27 07:48:00,1 month,"Great for listening to music, phone calls, etc.   I highly recomend this product.",1
1672,1512,5,Great headphones,2020-04-04 00:55:00,7 months,These are my favorite headphones! I use them every single day!,1
1673,1512,4,Love my Airpods!,2019-11-15 17:00:00,1 month,"I really love my Airpods.  I wish they had a better battery life, but I believe they fixed that issue with the new Airpods.  I bought them on sale for $149 which I am happy with.",1
1674,1512,4,Very helpful for the daily,2019-09-27 16:15:00,3 weeks,"They do fall out sometimes but they do stay in mainly. They also sometimes disconnect from find my iPhones but I use them everyday and it’s super useful in school, or while im walking",1
1675,1512,5,Great  apple product,2020-04-03 21:57:00,3 weeks,I love the airpods and the rep that helped me out was amazing.,1
1676,1512,5,Great wireless airpods,2020-04-03 21:44:00,3 weeks,I love apple products and would keep purchasing from Best Buy!,1
1677,1512,4,Good to buy,2022-01-02 09:23:00,Not Available,Apple airpod 2nd generation product is nice and working fine,1
1678,1512,5,Superior Headphones,2019-05-27 10:31:00,Not Available,"My daughter loves her new airpods. No wire hassle, super music quality and fit great.",1
1679,1512,5,"Bought for my Daugher, and she loves them!",2020-05-08 21:20:00,1 month,Very good quality! I would recommend to family and friends.,1
1680,50,5,Love my new AirPods,2023-08-25 18:12:00,1 month,"Love it.
Sounds good, connects automatically and reads text messages with a clear voice.  I never had them before and was reluctant to try but ended being a great decision.",1
1681,50,5,My Grandson Loves Them,2023-09-01 16:11:00,3 weeks,"Perfect for using for an adult or a teenager. Great quality and the sale price was very fair and good. 
Would recommend to all  that want or need  this product",1
1682,50,5,EarPods functions normally,2023-09-22 15:11:00,2 weeks,Functional as usual. Bought some for relatives in the past and all have told me that they work well and are easy to use.,1
1683,50,5,If it isn’t broke….don’t fix it  !,2023-08-03 18:12:00,2 months,"This was purchased to replace the last pair that i wore out.  Easy set up, easy fix, love this product! I’m glad they didn’t try to change anything on it because there was nothing wrong with the original design. ￼",1
1684,50,5,Good product,2023-10-09 12:28:00,4 months,"Great product, the sound is better than than the other options in the market vs the price",1
1685,50,5,Apple AirPods,2023-10-15 09:06:00,more than 2 years,These are the Best Soundbuds I ever owned!!! Great Sale Price as well!!!,1
1686,50,5,5/5,2023-08-12 09:57:00,5 months,"If you’re looking between the options of the airpods, go with these! This is my second pair and to say the least, there quite reliable and doesn’t fall out the ear like the other generations IMO.",1
1687,50,5,Airpods,2023-09-30 14:24:00,1 month,My daughter loves her earbuds she had another brand before and these are a big difference better quality,1
1688,50,5,Airpods,2023-09-25 13:41:00,2 weeks,Better than other headphones. It feels comfortable in the ear and I think it looks better than other generations.,1
1689,50,5,Works like a Charm,2023-08-16 08:35:00,1 month,Works great!  We replaced a pair of old Airpods that no longer worked.  The sound was coming out of the earpiece. These new ones are wonderful and I no longer have to crank up the volume.,1
1690,50,5,Exactly What You Expect!,2023-06-16 20:52:00,1 month,"They do exactly what you expect them to do; great sound canceling and microphone, solid battery life, and ease of portability. They’re not studio-level sound quality….but they’re still a great upgrade over cheap headphones and work great with your iPhone (go figure). Really can’t go wrong with AirPods!",1
1691,50,5,Headphones,2023-10-13 15:56:00,2 weeks,They work very well and are durable. I will suggest people to buy them.,1
1692,50,5,10 out of 10,2023-09-15 16:16:00,1 month,Very happy with this product.  First time purchasing a wireless headset and no complains.  Affordable and most important reliable.,1
1693,50,5,Amazing my favorite,2023-10-03 21:09:00,1 year,these are my favorite air pods i generally dont like the other ones . they’re extremely sensitive,1
1694,50,5,airpods,2023-09-15 15:51:00,1 week,my husband and i love these. we always stick to this model. glad best buy had them in stock just in time for my husbands birthday.,1
1695,50,5,Happy,2023-10-10 12:51:00,11 months,Works good love them even if they are not the newest one they are still working great,1
1696,50,5,Can’t go wrong!,2023-06-03 10:57:00,6 months,"Hands down the most reliable pair of headphones i have ever purchased, this is coming from a mechanic who hikes on his free time and works out 6 days a week… thats a pretty active lifestyle my dude! Cant go wrong best bang for your buck. Might take some getting used to if all you have ever used has been soft rubber headphones.",1
1697,50,5,Air pods,2023-09-01 16:37:00,1 month,Had exactly rhe model i was looking for. The price was a little higher than i was expecting but they had no problem price matching to get me the best deal.,1
1698,50,5,Superb earbuds,2023-10-14 18:18:00,more than 2 years,By far my favorite pair of earbuds with great quality & comfortability,1
1699,50,5,Love them.,2023-10-14 22:12:00,2 months,The were effortless to pair and have been a Godsend for my work calls.,1
1700,2956,5,Apple air pords,2021-01-29 23:14:00,Not Available,I love them  the sound is awesome.  Does not hurt your ears,1
1701,2956,5,Great sound,2020-05-09 11:31:00,Not Available,Happy to have these AirPods. I always say “I never knew I needed them until I got them.”,1
1702,2956,5,Impressive,2019-10-17 19:29:00,1 month,Works as advertised. Was worried I would lose them but it’s not been an issue. Good sound and comfortable.,1
1703,2956,5,I love my airpods!,2019-10-17 16:27:00,1 month,"Best buy has the best priced tech! I love my headphones they're perfect for school, work, or even the gym!",1
1704,2956,5,Good headphones,2020-07-18 17:17:00,1 month,Good headphones for the price. I would definitely recommend to others to get them,1
1705,2956,5,Amazing,2021-01-29 16:16:00,1 month,Love it was easy to pair to my phone sound quality is great,1
1706,2956,5,Apple - AirPods with Charging Case,2021-01-05 00:59:00,Not Available,"Apple - AirPods with Charging Case (Latest Model) - White
Good",1
1707,2956,5,Style and Quality,2020-01-31 23:43:00,1 month,"Apple style and quality, as expected. No other ones like AirPods. Excellent sound and durability.",1
1708,2956,5,Good,2021-02-14 11:21:00,1 week,"Fits well, good sound! My first pair of wireless AirPods.",1
1709,2956,5,Amazing gift,2020-06-28 15:29:00,1 week,I bought these for my brother’s high school graduation gift and he loves them a lot,1
1710,2956,5,Great sound,2020-04-17 16:22:00,3 months,My sons can’t live without these.  The sound is great.  Just wish they didn’t cost so much,1
1711,2956,5,AirPods,2020-11-23 16:18:00,1.5 years,Amazing air pods no bad experience yet and sound quality is amazing,1
1712,2956,5,Great quality,2020-01-31 17:07:00,Not Available,Great quality for the price that I paid for them. I love the pick up process. Very easy purchase.,0
1713,2956,5,Exactly what my Daughter wanted,2020-06-28 11:36:00,1 month,Now I can't get the things out of her ears!  Sound great and seem to be well-built.,1
1714,2956,5,Easy to use,2020-01-31 15:48:00,1 month,Love them !!!  Only thing that I am afraid of is losing them !! They are expensive if you loose 1,1
1715,2956,5,Teenage Daughter Loves the Airpods!,2020-08-25 09:43:00,1 month,Classic and practical with great sound quality! Keep stocking in inventory...,0
1716,2956,5,Great gifts,2019-12-27 19:42:00,1 month,Bought for Christmas and they were a big hit. Great deal so we got two pairs for our older children.,1
1717,2956,5,Great Ptoduct,2020-04-06 16:11:00,1 month,The sound quality is phenomenal! My son was ecstatic about receiving them for his birthday!,1
1718,2956,5,Awesome,2021-01-12 20:37:00,1 month,Awesome product. I use it on the go and long lasting battery.,1
1719,2956,5,Great sound!,2020-11-23 08:47:00,10 months,Great sound! No issues and I’ve enjoyed them for almost a year now.,1
1720,3005,5,Great product,2019-09-01 18:20:00,1 week,These are really great headphones from apple. I love the sound quality and the case . Bought as a gift.,1
1721,3005,5,Very good sound,2020-06-28 10:55:00,7 months,The sound is great. Highly recommended as being better than standard earbuds.,1
1722,3005,5,Must buy,2020-10-30 15:59:00,2 weeks,Worth the price and fits my needs as needed. Very great purchase,1
1723,3005,5,AirPod love,2021-01-16 13:16:00,3 weeks,This product works great. The sound quality is awesome.,1
1724,3005,5,Great AirPods,2020-07-28 06:10:00,3 weeks,"Easy to pickup at the store 
Pair with phone very simple 
Caring practical",1
1725,3005,5,Air pods,2020-03-13 15:34:00,1 month,Great buy the battery life on these are great. I can not go out the house without them.,1
1726,3005,5,Amazing,2020-09-04 23:17:00,1 month,"Love everything about them. Ease of you, batter length, charging case!",1
1727,3005,5,Great sound.,2019-12-23 09:14:00,1 month,These are so much better than the knock-off brands.  Don’t waste your time with anything else.,1
1728,3005,5,Great but pricey,2019-12-23 08:38:00,1 month,"Daughter had to have these, they work great and for the true Apple user, a must have for audio",1
1729,3005,4,"Great sound, integration w/iPhone. falls out o/ear",2019-08-06 14:13:00,1 month,"I wish they had a in canal ear bud option.  The are not very suited to my ears.  The always connect to my iPhone immediately.  And, they have great sound, but if you are on a plane, you have to hold them mashed in your ear.",0
1730,3005,5,AirPods,2020-01-04 04:58:00,3 weeks,They sound good and fit my ears perfect also like how you can store them while not using them,1
1731,3005,5,Excellent,2020-09-04 17:47:00,1 month,Excellent and great service easy to use and would definitely buy again,1
1732,3005,5,Great product,2020-09-04 16:54:00,9 months,Apples AirPods work exactly as advertised. Best earbuds for the price.,1
1733,3005,5,Excellent sound for ear pods,2020-09-04 16:49:00,8 months,Satisfied with purchase and meets my expectations of an Apple product.,1
1734,3005,5,Works great with other Apple products,2020-01-15 18:22:00,3 months,"Can switch back and forth with ease between iMac, Apple Watch and iPhone.  Super easy to use",1
1735,3005,5,Great Sound Quality and Functionality,2020-08-06 13:22:00,2 months,Another great product from Apple! Love the lightweight and sound quality!,1
1736,3005,5,Would buy again!,2020-09-13 23:01:00,3 weeks,Easy to use. I fully recomend this AirPods to anyone! They’re amazing,1
1737,3005,5,Great option,2020-10-02 15:48:00,1 month,This is a great option for Bluetooth earbuds.  Sound is very clear.,1
1738,3005,5,Great,2020-10-02 15:47:00,9 months,I love Apple air pods I have all apple products the sound is great.,1
1739,3005,5,Fantastic ear pods small and,2020-01-03 16:44:00,3 weeks,Excellent sound small and not bulky.  Never have to worry about losing because of fit to ear.,1
1740,2093,5,Review of AirPods,2023-03-31 21:01:00,3 weeks,"Good product, fully functional with no problems. It gives good sound.",1
1741,2093,5,perfect gift,2022-02-18 15:17:00,2 weeks,A super perfect gift audio fast sport Aaaaaaaaaaaa,1
1742,2093,1,Very poor shame on Apple,2020-09-09 12:46:00,1 month,"I bought it 1 month ago for my online studying, no reason already right side stop working.",0
1743,2093,5,Good stuff,2020-08-22 10:15:00,8 months,"It works, sounds good, and keeps its charge good. I recommend a case for the charger port to prevent it from scratching if traveling a lot though.",1
1744,2093,5,Love ‘me,2020-09-13 17:48:00,1 week,"Purchased to replace Geek Squad refurbished pair that failed in less than 6 months.  Works great.  Sound quality is good, battery life is good.",1
1745,2093,5,Love them,2021-12-17 19:31:00,5 months,They work well & charge really fast. The sound is great as well.,1
1746,2093,5,Worth The Price,2020-06-19 16:01:00,1 month,I got tired of getting stuck everywhere with the cord headphones I’m glad I purchase these. The battery life last a long time and they are worth the price,1
1747,2093,5,Perfect gift,2021-01-08 19:30:00,3 weeks,Love my Christmas gifts of the AirPods! Very surprise gift. They are awesome! Such good sound and noise distortion! Love them!,1
1748,2093,5,AirPods,2022-02-08 23:11:00,3 months,These work great they are good price and easy to use,1
1749,2093,1,I can’t hear,2020-08-09 22:34:00,2 months,The volume is awful I can’t hear first it was the right now it’s both and they cost tooo much for this how can you assist me?9014381422,0
1750,2093,5,Love my AirPods.,2021-04-02 16:29:00,Not Available,"I was on the fence about spending the money for AirPods. I’m partial to my earbuds that are cheap and easily replaced when lost. However, these AirPods make my life so much easier.   I love being able to listen to audiobooks while cooking or work out to a YouTube video without being connected to something and no one else at my house is disturbed by my video. With everyone at home all the time for work and school, these have become a must for me. Glad I bought them.",1
1751,2093,5,Perfect gift,2020-12-26 01:06:00,3 weeks,"Bought these for my son for Christmas, and he absolutely loves them! Easy to pair with his phone, and the battery life is great.",1
1752,2093,5,Great sound!,2020-01-16 14:29:00,1 week,"These were purchased for my daughter and she loves them. They sound great and the charge lasts a good amount of time. She loves that she can access Siri from them too, lol!",1
1753,2093,5,Great Audio,2021-03-13 10:57:00,2 months,"Purchased as a gift, my niece loves them, great audio, obviously it’s an Apple product so easy setup with the IPhone",1
1754,2093,5,Airpods,2021-10-20 06:07:00,1 month,Great sound quality very recommended to buy its battery life is also perfect,1
1755,2093,5,Wonderful earpiece,2020-07-10 16:04:00,1 month,This is very clear. It is unlike any other earpiece or earpod I have ever used. Easy to set up and connects easily. It is a good value for money spent.,1
1756,2093,5,Worth it,2020-04-11 11:59:00,1 month,These were expensive but certainly worth the money. Not ideal for working out because they’re not great with too much sweat but for every day use they are a must.,1
1757,2093,5,Airpods are great!,2020-07-18 02:50:00,1 month,I bought these for my daughter as a gift/reward. She loves them. The fact that they are wireless makes her teenage life a little bit less complicated.,1
1758,2093,5,Best mother's day gift,2021-05-28 19:48:00,3 weeks,"awesome price love it, not an apple person but my daughter convinced me i need this to go with my ipad.",1
1759,2093,1,Bad product,2021-09-14 10:12:00,1 month,They don’t work. Brand new item. Dissatisfied. I need to just return them,0
1760,1186,5,Great product,2020-12-02 14:46:00,2 months,Bought these for the wife and she loves them. Nice and easy setup.,1
1761,1186,5,Excellent product,2021-01-29 16:29:00,Not Available,Headphone essential for iPhone. Best Buy matched the price.,1
1762,1186,5,Love them,2021-01-29 16:05:00,1 month,These are perfect if you want to exercise or run with them!,1
1763,1186,5,AirPods,2021-01-29 15:58:00,Not Available,Great purchase and kid was very satisfied. Would buy again.,1
1764,1186,5,AirPods,2021-01-29 15:43:00,1 month,The AirPods work great. This is my first time using AiPods.,1
1765,1186,5,Great.,2020-05-29 16:45:00,3 weeks,"Great buy.                                                                 
Must have.",1
1766,1186,5,AirPods,2020-05-29 16:29:00,3 weeks,Bought them for my daughter for her birthday to go along with her new phone and watch.,1
1767,1186,5,Love them!,2020-05-29 16:00:00,7 months,They fit in my ears perfectly and sometimes I forget they are they. I love my AirPods!,1
1768,1186,5,Awesome!,2019-10-04 18:33:00,Not Available,So convenient. Fits right in my ear and doesn't come out. An awesome Pair with my iphone. Highly recommend!,1
1769,1186,5,Exactly as expected,2021-02-06 13:55:00,1 month,Even better than I imagined! Very happy with this product.,1
1770,1186,5,Air Pods,2020-12-19 09:23:00,1 year,Great product. Use all the time. Rechargeable box is a big plus.,1
1771,1186,5,Gift,2020-12-19 09:21:00,4 months,Bought it as a birthday gift. Still works great. Good investment,1
1772,1186,5,Apple  AirPods,2020-04-17 21:06:00,3 weeks,Love my airpods use them everyday.  Would recommend to anyone asking which ear pods to get,1
1773,1186,5,Review,2021-03-09 21:59:00,3 weeks,Great product. No issues or concerns. Would recommend.,1
1774,1186,5,Great air pods,2021-03-09 21:52:00,4 months,Great product! Highly recommend this product as a gift,1
1775,1186,5,Good,2020-05-08 17:05:00,2 weeks,"Really great, they were for my sons birthday and he really liked them so much! Thank you",1
1776,1186,5,Best 150 dollars I’ve spent,2020-05-08 16:57:00,Not Available,"So glad I finally got AirPods I love them, and they don’t fall out of my ears thankfully",1
1777,1186,5,Christmas gift,2020-05-08 16:04:00,4 months,Very pleased upon receiving these.  Awesome surprise and they are definitely being used.,1
1778,1186,5,Gift for my wife-uses them every evening,2020-05-08 15:58:00,1 month,Should have bought these years ago-go as you please and can listen to your music or book,1
1779,1186,5,AirPods,2020-05-08 15:55:00,2 weeks,Kids love them! They have been asking for them for along time and they finally got them.,1
1780,3110,5,Great product.,2020-07-17 16:10:00,1 month,I love these headphones. They work great. And are easy to use.,1
1781,3110,5,Great Sound,2019-11-15 17:05:00,1 month,The Air Pods have excellent sound. Even though you look like a douche wearing them!,1
1782,3110,5,Great,2019-05-17 16:09:00,Not Available,Bought these as a gift and have heard nothing but how great they are. Would definitely buy again,1
1783,3110,5,Good sound,2019-11-15 16:06:00,3 weeks,Good batery and good item by apple and I had the firts generation ang are very good,1
1784,3110,5,sound great!,2020-09-25 15:58:00,3 weeks,Dont fall out of my ears and sound great.  Easy to pair,1
1785,3110,5,Great pair!,2020-07-16 22:57:00,2 months,Amazing sound quality and noise cancellation. Would buy again!,1
1786,3110,4,Wireless earbuds,2021-01-09 19:14:00,1 month,These AirPods have good sound quality.  The only downside is that you have to charge them constantly if you are on the phone all the time,1
1787,3110,5,Top notch product!,2020-09-05 20:26:00,3 weeks,Great product - great price. Will buy again from Best Buy,1
1788,3110,5,Awesome airpods,2020-10-14 21:31:00,Not Available,Very good sound quality and very comfortable AirPods.,1
1789,3110,5,Worth the money,2019-10-06 01:43:00,1 month,I love them not sure why I waited so long. I only wish the battery didn’t die so fast.,1
1790,3110,5,first rate,2020-05-01 17:46:00,2 weeks,thank you apple for bringing  all your products into a seamless world,1
1791,3110,5,I love them,2020-08-16 10:01:00,1 month,"Light weight, not bulky. People can hear me loud and clear.",1
1792,3110,5,Great product,2020-01-04 09:44:00,1 month,I am really enjoying these so much sound great and dont gotta worry about wires,1
1793,3110,5,Great,2020-07-16 09:21:00,3 weeks,Easy pairing and great sound. Apple products never disappoint.,1
1794,3110,5,Works great.,2020-09-05 09:51:00,5 months,It's a good quality airpod. Feels great and sounds great.,1
1795,3110,5,Great sound,2019-06-14 17:21:00,3 weeks,Birthday gift for my 13 year old. She loves them. Seem to be good quality and have good sound.,1
1796,3110,5,Great overall!,2020-01-04 00:33:00,1 month,"Very light and easy to use. 
Connects bluetooth well with any bluetooth device!",1
1797,3110,5,Works great,2019-10-18 17:42:00,1 month,So far so good. It holds a good charge and seems to stay in place when I move around.,1
1798,3110,5,Great sound,2019-10-18 17:14:00,3 weeks,The ease of no wires is what sold it on me. Bought the apple protection just in case.,1
1799,3110,5,Love these! Wireless and sound great!,2019-10-18 17:11:00,3 weeks,"Excellent sound. Very easy set up. No wires! 
Love these. Buying a set for my sister.",1
1800,1771,4,Apple Airpods,2020-12-03 20:59:00,1 week,"Very Loud, And satisfying, very adaptable and accessible for all Bluetooth devices",1
1801,1771,4,Ipods,2020-12-11 20:33:00,1 month,Great but a lil over priced  nothing else to sat but this app wants 50 characters,1
1802,1771,4,Good pair of ear buds,2020-09-18 23:51:00,1 week,Much better than my last pair of generic ear buds. Like that the case charges the air pods.,1
1803,1771,4,Love them,2019-06-07 16:16:00,Not Available,"I like them, battery could be longer but they’re nice take one out the music stops double tap them the song will change very convenient",1
1804,1771,4,Love my air pods,2021-05-14 17:27:00,3 weeks,Didn’t have the ones I wanted so I settled for what they had,1
1805,1771,4,Love it!,2019-06-20 08:09:00,1 week,It arrived super fast and they work very well! It was really easy to set up and connect to your phone and listen to music right away !,1
1806,1771,4,"A cool ""nice to have"".",2020-01-17 17:50:00,1 month,Still pretty new but a nice way to listen to music while other things are going on and not disturbing everyone else.,1
1807,1771,4,Nice but expensive,2020-07-24 16:38:00,3 weeks,"Does not work 
As the case with them lost 
Ok but expensive 
Had to work for them for many months",0
1808,1771,4,Good,2021-07-12 09:14:00,3 weeks,Bought for my son and he loves them. No issues yet.,1
1809,1771,1,Defective/Refurbished,2020-01-24 21:38:00,1 month,"Purchased 12/22/2019
Right air pod suddenly stopped working, then left air pod stopped working less than a month of purchasing, have to keep reconnecting, as well as case connectivity issues. Then a name was already attached to the airpods which they were unable to be named or attached as the owner, which leads to belief that they may have been refurbished and packaged as new. Best Buy could have received them that way. Never dropped, no water damage, it seems to be a manufacturing defected product or maybe a refurbished product. Doesn't look good coming from Apple being sold by Best Buy. I truly expected more of the product as well as the retailer. Truly disappointed.",0
